.,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
18.75,81,Bijapur Tahsil,Chhattisgarh,0.04,0.41,0.47,0.82,1.35,9.88,13.77,21.87,7.27,5.06,0.15,0
18.75,81.25,Dantewada Tahsil,Chhattisgarh,0.05,0.38,0.5,0.8,1.31,9.51,12.56,20.03,7.02,5.31,0.09,0
18.75,81.5,Katekalyan Tahsil,Chhattisgarh,0.1,0.25,0.57,1.85,1.11,7.55,9.27,22.13,7.04,5.74,0.15,0
18.75,81.75,Katekalyan Tahsil,Chhattisgarh,0.29,0.52,1.17,3.33,0.97,6.91,8.17,18.84,8.42,5.24,0.37,0
18.75,82,Darbha Tahsil,Chhattisgarh,0.71,1.04,1.92,3.81,3.3,7.36,7.38,17.47,7.45,4.84,0.3,0
18.75,82.25,Boipariguda,Odisha,0.79,1.01,1.97,3.95,4.65,7.1,6.89,20.08,6.08,5.06,0.07,0
18.75,82.5,Boipariguda,Odisha,0.42,0.89,1.39,3.5,3.83,5.93,4.22,17.19,7.86,4.72,0.13,0
18.75,82.75,Koraput,Odisha,0.25,0.42,1.37,4.83,1.53,6.87,8.34,8.58,5.91,7.05,1.12,0
18.75,83,Pottangi,Odisha,0.31,0.8,2.02,3.3,1.12,4.39,11,4.05,6.94,8.7,0.98,0
18.75,83.25,Makkuva,Andhra Pradesh,0.25,0.87,1.48,3.19,1.09,5.82,11.88,4.61,5.84,8.27,0.53,0
18.75,83.5,Garugubilli,Andhra Pradesh,0.16,1.5,1.49,1.14,2.12,4.65,10.4,4.66,5.6,8,0.48,0
18.75,83.75,Seethampeta,Andhra Pradesh,0.07,1.48,1.52,2.82,1.61,6.81,5.98,5.08,4.82,10.12,0.83,0
18.75,84,Pathapatnam,Andhra Pradesh,0.1,0.85,1.84,2.16,1.79,5.17,4.5,4.6,3.7,8.85,2.26,0
18.75,84.25,Meliaputti,Andhra Pradesh,0.34,1.11,1.95,1.54,1.74,4.92,4.1,5.04,3.28,9.96,2.02,0.04
19,72.75,Unknown,Unknown,0,0,0,0,0,12.56,44.04,37.82,14.86,6,0,0.54
19,73,Unknown,Unknown,0,0,0,0.08,0.03,9.22,28.79,42.52,25.83,7.52,0,0.28
19,73.25,Panvel Subdistrict,Maharashtra,0,0,0,0.12,0.11,15.31,26.66,57.63,17.01,8.58,0,0.42
19,73.5,Karjat Taluka,Maharashtra,0,0,0.34,0.08,0.26,8.2,6.51,15.1,5.67,5.08,0.09,0.33
19,73.75,Khed,Maharashtra,0,0,0.39,0.04,0.15,9.06,3.94,10.97,4.85,5.98,0.15,0.15
19,74,Ambegaon,Maharashtra,0,0,0.58,0.02,0.36,6.85,4.1,7.63,6.11,6.05,0.21,0.08
19,74.25,Parner,Maharashtra,0,0,0.76,0.01,0.68,6.71,7.62,1.49,9.57,4.5,0.28,0.07
19,74.5,Parner,Maharashtra,0,0,0.59,0.03,0.49,6.52,9.05,1.87,9.03,4.87,0.27,0.01
19,74.75,Ahmednagar,Maharashtra,0,0,0.31,0,0.01,7.83,9.54,2.48,8.61,4.99,0.2,0
19,75,Ashti,Maharashtra,0,0,0.17,0.1,0,7.95,10.13,2.99,8.87,5.82,0.17,0
19,75.25,Ashti,Maharashtra,0,0,0.17,0.22,0.21,5.96,7.64,2.64,7.08,5.22,0.06,0
19,75.5,Unknown,Maharashtra,0,0,0.65,0.26,0.54,6.02,9.21,3.86,8.22,4.72,0,0
19,75.75,Unknown,Maharashtra,0.06,0,0.71,0.25,0.25,6.25,9.42,4.06,8.11,4.51,0,0
19,76,Unknown,Maharashtra,0.17,0.05,0.3,0.25,0.27,6.72,7.8,3.56,9.78,3.64,0,0
19,76.25,Unknown,Maharashtra,0.25,0.18,0.02,0.59,0.24,8.41,9.25,4.41,13.63,2.66,0,0
19,76.5,Sonpeth,Maharashtra,0.27,0.23,0.12,0.23,0.15,6.99,6.19,4.62,9.32,2.7,0,0
19,76.75,Gangakhed,Maharashtra,0.26,0.2,0.05,0.06,0.02,7.45,6.75,3.63,14.56,2.73,0,0
19,77,Palam,Maharashtra,0.2,0.05,0.03,0.23,0.01,4.42,7.32,4.59,9.72,2.02,0,0
19,77.25,Loha,Maharashtra,0.2,0,0.05,0.4,0.12,4.5,7.19,5.25,9.42,1.99,0,0
19,77.5,Naigaon (Khairgaon),Maharashtra,0.37,0,0.28,0.47,0.97,5.82,7.03,8.66,9.97,2.81,0,0
19,77.75,Dharmabad,Maharashtra,0.35,0,0.38,0.01,1.58,6.6,7.85,9.25,11.56,3.53,0,0
19,78,Mudhole mandal,Telangana,0.63,0.04,0.23,0.25,0.23,4.47,4.93,10.7,5.61,1.99,0,0
19,78.25,Nandipet mandal,Telangana,0.28,0.11,0.23,0.41,0.12,2.74,5.24,8.45,2.87,2.19,0,0
19,78.5,Laxmanchanda mandal,Telangana,0.62,0.02,0.17,0.35,0.33,6.54,5.74,10.22,5.51,3.89,0,0
19,78.75,Mallapur mandal,Telangana,0.3,0.83,0.02,0.16,2.06,3.5,7.96,10.96,7.97,5.36,0,0
19,79,Beerpur mandal,Telangana,0.32,0.49,0.03,0.06,2.25,3.52,7.12,9.98,8.74,2.68,0,0
19,79.25,Kasipet mandal,Telangana,0.24,0.29,0.46,0.23,1.73,6.25,8.15,11.15,10.17,2.26,0.02,0
19,79.5,Mandamarri mandal,Telangana,0.06,0.88,0.73,0.4,0.72,5.92,8.74,15.53,8.35,3.02,0.01,0
19,79.75,Kotapalle mandal,Telangana,0.13,1.12,0.91,0.26,0.38,5.92,9.79,19.35,6.96,3.61,0,0
19,80,Sironcha Taluka,Maharashtra,0.06,1.43,0.7,0.97,0.52,7.94,11.79,33.22,5,4.3,0.12,0
19,80.25,Aheri Taluka,Maharashtra,0.05,1.54,0.58,1.29,0.58,8.61,12.14,37.28,4.28,4.41,0.18,0
19,80.5,Bhopalpattnam,Chhattisgarh,0.01,1.22,0.48,1.33,0.78,8.9,12.62,36.25,4.81,4.35,0.28,0
19,80.75,Bhairamgarh Tahsil,Chhattisgarh,0.12,0.73,0.53,1.13,1.17,9.84,13.87,27.1,6.71,4.8,0.26,0
19,81,Bhairamgarh Tahsil,Chhattisgarh,0.2,0.48,0.51,0.65,1.4,9.89,13.46,19.98,7.29,5,0.09,0
19,81.25,Gidam Tahsil,Chhattisgarh,0.18,0.45,0.6,0.83,1.41,9.67,12.91,19.38,7.28,5.01,0.11,0
19,81.5,Bastanar Tahsil,Chhattisgarh,0.41,0.76,1.31,2.82,1.19,8.68,11.33,16.09,9.02,4.38,0.38,0
19,81.75,Tokapal Tahsil,Chhattisgarh,0.59,1.05,2.06,4.51,1.07,7.77,8.86,12.46,10.04,4.24,0.68,0
19,82,Jagdalpur Tahsil,Chhattisgarh,0.49,0.93,1.64,4.44,1.55,7.93,11.39,15.41,9.86,3.8,0.38,0
19,82.25,Kotpad,Odisha,0.67,0.9,1.9,3.9,4.47,7.15,7.14,19.89,6.88,4.8,0.05,0
19,82.5,Boriguma,Odisha,0.68,0.92,1.81,3.79,4.51,6.7,6.09,18.7,6.43,4.92,0.07,0
19,82.75,Bhairabsingipur,Odisha,0.37,1.29,1.68,2.47,1.84,8.32,7.8,9.2,8.08,6.45,0.38,0
19,83,Kakiriguma,Odisha,0.52,1.74,1.91,1.46,1.28,5.53,8.82,4.1,9.15,5.25,0.91,0
19,83.25,Bandhugaon,Odisha,0.45,1.15,2.03,2.6,1.36,7.02,7.12,7.63,5.98,7.02,0.65,0
19,83.5,Gummalakshmipuram,Andhra Pradesh,0.55,1.52,3.28,1.99,1.51,4.32,10.37,5.61,5.22,11.27,0.14,0
19,83.75,Gunupur,Odisha,0.16,1.92,2.65,2.23,1.55,7.3,7.34,6.73,4.57,10.53,0.12,0
19,84,Serango,Odisha,0.17,2.1,2.5,2.14,1.61,7.37,6.31,6.28,3.97,9.66,0.64,0.01
19,84.25,Ramagiri,Odisha,0.43,1.69,2.08,1.65,1.55,5,3.48,5.16,4.39,10.88,1.53,0.06
19,84.5,Kanchili,Andhra Pradesh,0.12,2.01,2.3,1.52,0.96,4.49,2.59,4.32,5.78,13.05,1.04,0.01
19.25,72.75,Unknown,Unknown,0,0,0,0.01,0,12.66,42.16,42.94,18.15,5.1,0,0.3
19.25,73,Bhiwandi Subdistrict,Maharashtra,0,0,0,0.03,0.02,12.65,26.93,51.55,15.63,3.91,0,0.24
19.25,73.25,Kalyan Subdistrict,Maharashtra,0,0,0.07,0.08,0.07,9.59,12.75,21.94,5.9,1.95,0,0.3
19.25,73.5,Murbad Subdistrict,Maharashtra,0,0,0.4,0.08,0.28,7.99,9.73,18.73,6.18,2.87,0.07,0.21
19.25,73.75,Junnar,Maharashtra,0,0,0.44,0.05,0.28,4.5,3.07,6.49,3.3,5.07,0.23,0.06
19.25,74,Junnar,Maharashtra,0,0,0.53,0.03,0.19,6.47,5.3,6.62,7.22,4.94,0.39,0.03
19.25,74.25,Parner,Maharashtra,0,0,0.8,0,0.34,8.12,6.81,2.91,8.98,3.41,0.42,0.04
19.25,74.5,Parner,Maharashtra,0,0,1.04,0.01,0.18,11.34,7.14,3.95,9.63,2.64,0.26,0.01
19.25,74.75,Ahmednagar,Maharashtra,0,0,0.61,0,0.1,11,8.77,4.12,9.95,3.52,0.2,0.01
19.25,75,Pathardi,Maharashtra,0,0,0.32,0.01,0.16,6.81,10.56,3.25,9.45,5.51,0.16,0.01
19.25,75.25,Pathardi,Maharashtra,0,0,0.57,0.03,0.12,6.58,7.88,3.22,7.8,4.97,0.08,0
19.25,75.5,Georai,Maharashtra,0,0,0.97,0.1,0.06,7.11,7.03,3.33,8,4.77,0.01,0
19.25,75.75,Georai,Maharashtra,0,0,0.84,0.11,0.08,7.04,7.29,3.89,8.32,4.54,0,0
19.25,76,Unknown,Maharashtra,0.15,0.06,0.08,0.31,0.14,7.22,7.71,3.41,11.01,3.62,0.01,0
19.25,76.25,Pathri,Maharashtra,0.23,0.18,0.02,0.79,0.28,8.1,9.62,4.34,15.05,2.49,0,0
19.25,76.5,Manwath,Maharashtra,0.26,0.23,0.08,0.47,0.22,9.32,8.52,4.22,10.71,2.59,0,0
19.25,76.75,Parbhani,Maharashtra,0.26,0.21,0.07,0.23,0.11,7.27,9.24,4.67,12.78,1.81,0,0
19.25,77,Purna,Maharashtra,0.18,0.05,0.06,0.53,0.18,3.94,5.97,4.07,10.92,0.86,0,0
19.25,77.25,Nanded,Maharashtra,0.16,0,0.05,0.54,0.19,4.8,6.62,5.62,8.38,1.93,0,0
19.25,77.5,Mudkhed,Maharashtra,0.28,0,0.18,0.78,0.59,6.43,6.67,9.15,7.7,2.96,0,0
19.25,77.75,Bhokar,Maharashtra,0.42,0.01,0.4,0.42,1.08,7.04,8.03,9,7.83,2.93,0,0
19.25,78,Kubeer mandal,Telangana,0.51,0.06,0.52,0.71,0.48,4.71,8.34,9.65,4.25,3.16,0,0
19.25,78.25,Sarangapur mandal,Telangana,0.44,0.07,0.5,0.66,0.37,4.46,8.2,9.83,4.16,3.42,0,0
19.25,78.5,Neradigonda mandal,Telangana,0.22,0.11,1.36,0.4,0.87,6.04,13.01,10.18,8.1,3.14,0,0
19.25,78.75,Kaddampeddur mandal,Telangana,0.24,0.32,1.05,0.32,1.22,4.98,11.78,9.77,8.47,3.26,0,0
19.25,79,Lingapur mandal,Telangana,0.32,0.27,0.3,2.1,1.05,4.56,7.27,7.49,4.95,2.48,0,0
19.25,79.25,Tiryani mandal,Telangana,0.33,0.32,1.51,2.2,1.22,5.42,8.02,8.5,6.88,2.87,0.03,0
19.25,79.5,Rebbena mandal,Telangana,0.42,0.48,2.31,1.57,0.98,6.46,8.95,13.67,7.94,3.59,0.04,0
19.25,79.75,Dahegaon mandal,Telangana,0.67,0.73,1.78,0.25,0.18,7.57,10.55,22.03,6.54,3.78,0.03,0
19.25,80,Aheri Taluka,Maharashtra,0.75,0.67,1.14,0.36,0.16,7.83,11.13,25.96,5.15,3.73,0.11,0
19.25,80.25,Aheri Taluka,Maharashtra,0.54,0.96,0.76,0.79,0.35,8.05,11.81,30.45,4.57,4.05,0.17,0
19.25,80.5,Bhopalpattnam,Chhattisgarh,0.71,1.12,0.65,0.83,0.43,8.54,11.76,28.62,5.64,3.87,0.12,0
19.25,80.75,Bhairamgarh Tahsil,Chhattisgarh,0.72,1.11,0.46,0.9,0.99,9.38,12.85,24.2,7.09,4.38,0.08,0
19.25,81,Orchha Tahsil,Chhattisgarh,0.76,0.75,0.56,0.86,1.31,9.64,12.74,19.53,7.88,4.4,0.07,0
19.25,81.25,Gidam Tahsil,Chhattisgarh,0.93,0.78,0.65,1.11,1.4,9.25,12.24,19.16,8.09,4.14,0.09,0
19.25,81.5,Kondagaon Tahsil,Chhattisgarh,0.88,0.71,1.19,2.56,1.56,8.29,10.84,16.78,8.91,3.78,0.28,0
19.25,81.75,Bastar Tahsil,Chhattisgarh,0.48,0.88,1.77,4.07,1.05,7.94,10.39,13.14,9.93,3.9,0.53,0
19.25,82,Bakavand Tahsil,Chhattisgarh,0.13,0.66,0.72,3.93,0.97,8.38,17.16,18.14,11.39,2.44,0,0
19.25,82.25,Kosagumuda,Odisha,0.14,0.33,1.75,4.55,3.32,6.94,8.09,17.15,10.29,3.52,0,0
19.25,82.5,Nabarangapur P.S,Odisha,0.04,0.07,1.34,2.6,3.65,6.86,6.7,14.61,6.45,4.41,0,0
19.25,82.75,Tentulikhunti,Odisha,0.29,1.09,1.94,2.66,1.46,11.93,9.61,10.07,6.64,8.12,0.1,0
19.25,83,Andirakanch,Odisha,0.35,0.98,2.07,2.71,1.63,9.81,8.57,12.79,5.84,6.3,0.44,0
19.25,83.25,Rayagada,Odisha,0.75,0.31,1.53,2.86,1.65,7.83,7.51,10.93,5.46,4.4,0.74,0
19.25,83.5,Rayagada,Odisha,0.31,3.31,1.79,1.83,2.12,6.32,7.99,8.01,5.11,9.03,0.09,0
19.25,83.75,Gudari,Odisha,0.11,2.71,2.4,2.33,1.5,7.48,7.22,6.71,4.59,9.56,0.06,0
19.25,84,R.Udayagiri,Odisha,0.12,2.54,2.22,2.48,1.56,8.04,7.2,5.93,4.65,10.37,0.14,0
19.25,84.25,Mohana,Odisha,0.13,1.73,1.57,1.3,1.82,6.11,6.33,5.46,4.92,14.03,0.48,0
19.25,84.5,Chikiti,Odisha,0.11,1.39,1.52,1.19,1.53,6.25,4.84,4.97,4.63,13.74,0.99,0
19.25,84.75,Rangeilunda,Odisha,0.07,0.57,0.66,1.59,1.33,3.41,3.24,4.07,3.53,14.06,0.46,0
19.5,72.75,Unknown,Unknown,0,0,0,0,0,9.09,25.88,52.73,10.73,2.9,0,0.53
19.5,73,Vasai Subdistrict,Maharashtra,0,0,0,0.02,0,8.99,19.48,48.8,9.55,4.23,0,0.57
19.5,73.25,Shahapur Subdistrict,Maharashtra,0,0,0.06,0.06,0.09,9.69,17.61,37.61,13.17,2.66,0,0.42
19.5,73.5,Shahapur Subdistrict,Maharashtra,0,0,0.14,0.06,0.22,15.86,20.46,42.63,12.89,2.88,0.13,0.21
19.5,73.75,Akola,Maharashtra,0,0,0.25,0.02,0.28,10.42,10.72,17.05,12.67,5.89,0.36,0.2
19.5,74,Akola,Maharashtra,0,0,0.29,0,0.23,8.29,7.35,6.85,11.27,4.95,0.39,0.21
19.5,74.25,Sangamner,Maharashtra,0,0,0.54,0,0.15,8.49,6.52,4.05,8.96,3.24,0.41,0.2
19.5,74.5,Rahuri,Maharashtra,0,0,1.15,0,0.17,13.12,6.67,4.75,9.9,2.9,0.31,0.08
19.5,74.75,Rahuri,Maharashtra,0,0,0.65,0,0.29,9.42,6.8,4.98,11.17,2.09,0.23,0.03
19.5,75,Nevasa,Maharashtra,0,0,0.72,0.23,0.42,10.29,9.08,3.94,8.15,3.64,0.1,0.01
19.5,75.25,Shevgaon,Maharashtra,0,0,0.72,0.05,0.13,7.68,6.63,3.35,8.23,4.06,0.02,0.01
19.5,75.5,Unknown,Maharashtra,0,0,0.59,0.05,0.21,8.39,10.3,4.67,6.91,3.55,0,0
19.5,75.75,Unknown,Maharashtra,0,0,0.44,0.11,0.09,6.83,9.25,4.52,7.52,3.5,0.03,0
19.5,76,Ghansawangi,Maharashtra,0,0,0.17,0.39,0.19,6.26,8.96,3.87,7.01,4.01,0.06,0
19.5,76.25,Partur,Maharashtra,0.12,0.11,0.15,0.45,0.23,6.91,8.98,3.73,9.81,3.88,0.02,0
19.5,76.5,Selu,Maharashtra,0.2,0.14,0.07,0.54,0.22,5.14,5.45,4.87,7.85,2.36,0,0
19.5,76.75,Jintur,Maharashtra,0.22,0.08,0.17,0.34,0.19,5.05,5.32,5.32,6.43,2.5,0,0
19.5,77,Aundha (Nagnath),Maharashtra,0.15,0.01,0.21,0.33,0.2,5.99,7.82,5.34,7.81,1.89,0.01,0
19.5,77.25,Basmath,Maharashtra,0.17,0,0.38,0.26,0.17,6.88,8.24,7.35,6.09,2.63,0.01,0
19.5,77.5,Hadgaon,Maharashtra,0.3,0,0.25,0.3,0.55,6.91,6,8.63,6.14,3.17,0.01,0.01
19.5,77.75,Umarkhed,Maharashtra,0.35,0.01,0.35,0.42,0.61,6.88,8.24,8.79,6.03,2.54,0.01,0.01
19.5,78,Umarkhed,Maharashtra,0.65,0.14,0.76,0.79,0.56,4.1,10.58,9.26,7.66,3.04,0.02,0
19.5,78.25,Kinwat,Maharashtra,0.9,0.28,1.31,0.88,0.42,3.99,11.33,9.42,5.88,2.26,0.05,0
19.5,78.5,Gudihathnur mandal,Telangana,0.47,0.19,1.61,0.56,0.72,5,13.35,9.3,7.13,2.1,0.02,0
19.5,78.75,Utnur mandal,Telangana,0.31,0.12,1.28,0.82,0.69,5.02,11.61,8.44,6.76,2.16,0,0
19.5,79,Kerameri mandal,Telangana,0.41,0.16,0.55,2.08,0.72,4.71,8.65,6.92,4.12,2.2,0.07,0
19.5,79.25,Wankidi mandal,Telangana,0.39,0.34,2.05,2.24,1.23,5.59,9.16,8.73,7.21,3.24,0.11,0
19.5,79.5,Sirpur_T mandal,Telangana,0.46,0.46,3.18,1.92,1.39,6.44,9.71,11.37,9.7,3.98,0.09,0
19.5,79.75,Kouthala mandal,Telangana,1.1,0.42,1.42,0.06,0.04,7.34,11.31,21.18,5.44,3.71,0.12,0
19.5,80,Aheri Taluka,Maharashtra,1.08,0.09,0.89,0,0,6.8,10.49,18.36,5.41,3.01,0.12,0
19.5,80.25,Etapalli Taluka,Maharashtra,1.16,0.12,0.87,0,0,6.53,10.95,17.82,5.06,3.11,0.15,0
19.5,80.5,Bhamragad Taluka,Maharashtra,1.22,0.81,0.67,0.41,0.3,8.28,11.4,20.63,6.9,3.35,0.06,0
19.5,80.75,Bhamragad Taluka,Maharashtra,1.45,1.13,0.47,0.8,0.98,9.3,12.41,19.14,8.43,3.66,0.02,0
19.5,81,Orchha Tahsil,Chhattisgarh,1.54,1.25,0.61,0.83,0.97,9.45,12.4,18.97,8.59,3.61,0.01,0
19.5,81.25,Narayanpur Tahsil,Chhattisgarh,1.64,0.88,0.76,1.28,1.69,8.55,11.37,19.04,8.5,3.17,0.01,0
19.5,81.5,Kondagaon Tahsil,Chhattisgarh,1.61,0.57,0.77,1.51,2.23,7.99,10.7,18.53,8.18,2.91,0.01,0
19.5,81.75,Kondagaon Tahsil,Chhattisgarh,0.76,0.31,1.18,1.73,2.31,8.27,11.81,14.3,7.46,3.32,0.05,0
19.5,82,Makdi Tahsil,Chhattisgarh,0.27,0.18,1.22,1.53,2.19,8.78,13.05,11.78,6.85,3.73,0,0
19.5,82.25,Dabugan,Odisha,0.2,0.17,1.2,1.92,1.64,8.55,12.29,13.22,7.09,3.85,0,0
19.5,82.5,Paparahandi,Odisha,0.07,0.15,2.69,1.22,2.9,9.32,9.48,13.85,6.51,2.41,0,0
19.5,82.75,Jayapatna,Odisha,0.12,0.81,2.47,1.93,1.97,9.72,8.93,15.15,6.09,4.43,0.2,0
19.5,83,Thuamul Rampur,Odisha,0.1,1.22,2.13,3.12,1.46,8.3,8.5,15.39,5.17,5.42,0.3,0
19.5,83.25,Kalyanasingpur,Odisha,0.37,0.37,0.59,4.28,0.12,8.8,10.12,6.58,5.14,7.62,0,0
19.5,83.5,Bishamakatak,Odisha,0.23,3.56,1.18,1.92,2.05,7.41,8.1,8.62,5.14,7.7,0,0
19.5,83.75,Chandrapur,Odisha,0.27,3.64,1.99,3.3,2.29,7.72,7.36,7.18,5.43,9.08,0.09,0
19.5,84,Adava,Odisha,0.26,2.61,2.13,3.03,1.97,8.57,7.49,5.32,5.18,11.33,0.27,0
19.5,84.25,Mohana,Odisha,0.16,1.84,1.43,1.86,2.44,7.56,7.62,5.7,5.28,14.37,0.1,0
19.5,84.5,Badagada,Odisha,0.19,1.56,1.6,2.57,2.63,7.05,5.9,6.06,4.57,17.04,0.3,0
19.5,84.75,Hinjili,Odisha,0.17,0.86,0.75,2.68,2.06,3.87,3.62,5.36,3.19,15.22,0.33,0
19.5,85,Rambha,Odisha,0.31,1.13,1.05,4.24,2.35,2.57,2.9,5.76,3.76,10.06,0.62,0
19.75,72.5,Unknown,Unknown,0,0,0,0,0,7.26,23.95,52.11,9.4,1.82,0,0.67
19.75,72.75,Palghar Subdistrict,Maharashtra,0,0,0,0,0,7.82,25.16,53.7,9.92,1.95,0,0.55
19.75,73,Vikramgad Taluka,Maharashtra,0,0,0,0,0,6.16,21.38,47.95,7.7,2.48,0,0.32
19.75,73.25,Wada Subdistrict,Maharashtra,0,0,0.01,0,0.07,15.39,21.57,45.51,10.34,2.99,0.02,0.41
19.75,73.5,Mokhada Taluka,Maharashtra,0,0,0.1,0,0.34,21.41,26.17,56.04,15.78,3.03,0.12,0.34
19.75,73.75,Igatpuri Subdistrict,Maharashtra,0,0,0.17,0,0.35,13.17,10.45,16.79,10.72,4.57,0.3,0.31
19.75,74,Sinnar Taluka,Maharashtra,0,0,0.22,0,0.27,9.89,6.47,6.13,9.01,4.5,0.39,0.28
19.75,74.25,Sangamner,Maharashtra,0,0,0.51,0,0.32,8.17,6.39,2.88,8.38,3.43,0.41,0.24
19.75,74.5,Rahta,Maharashtra,0,0,0.63,0.04,0.28,8.81,6.3,3.13,8.56,3.12,0.33,0.1
19.75,74.75,Vaijapur,Maharashtra,0,0,1.04,0.03,0.19,9.23,5.66,5.94,9.27,2.06,0.22,0.04
19.75,75,Unknown,Maharashtra,0,0,1.45,0.14,0.33,10.18,6.79,8.22,8.03,3.16,0.04,0.03
19.75,75.25,Unknown,Maharashtra,0,0,0.55,0.77,0.28,9.87,8.63,8.08,8.49,4.23,0,0.02
19.75,75.5,Chhatrapati Sambhajinagar,Maharashtra,0,0,0.23,0.22,0.25,7.51,9.34,5.42,6.59,2.56,0.01,0.01
19.75,75.75,Badnapur,Maharashtra,0,0,0.08,0.11,0.18,4.28,5.37,3.59,6.62,1.54,0.01,0
19.75,76,Jalna,Maharashtra,0,0,0.27,0.19,0.14,5.84,7.81,4.63,6.43,2.87,0.07,0
19.75,76.25,Mantha,Maharashtra,0,0,0.3,0.18,0.12,6.11,7.21,5.1,5.84,2.78,0.05,0
19.75,76.5,Jintur,Maharashtra,0.05,0,0.27,0.27,0.13,5.19,5.09,5.44,5.88,2.54,0.02,0
19.75,76.75,Sengaon,Maharashtra,0.18,0,0.52,0.17,0.16,6.42,5.67,6.45,4,3.64,0.01,0
19.75,77,Hingoli,Maharashtra,0.02,0,0.1,0.01,0.07,6.37,8.59,6.62,6.02,2.95,0.02,0
19.75,77.25,Hingoli,Maharashtra,0.16,0,0.57,0.12,0.09,8.07,10.22,6.88,6.01,2.97,0.03,0.01
19.75,77.5,Pusad,Maharashtra,0.27,0,0.4,0.25,0.24,4.36,5.65,7.96,5.87,2.8,0.03,0.01
19.75,77.75,Mahagaon,Maharashtra,0.34,0,0.35,0.14,0.06,5.19,8.29,11.2,4.23,1.55,0.02,0.01
19.75,78,Mahoor,Maharashtra,0.74,0.13,0.95,0.59,0.35,3.39,10.76,9.28,7.74,2.43,0.05,0
19.75,78.25,Kinwat,Maharashtra,1.06,0.3,1.41,0.79,0.25,3.65,11.2,8.33,5.23,1.19,0.06,0
19.75,78.5,Unknown,Telangana,1,0.27,1.42,0.75,0.17,3.9,10.36,7.52,4.2,0.9,0.05,0
19.75,78.75,Bela mandal,Telangana,0.38,0.02,1.15,0.37,0.18,4.32,9.11,7.2,5.63,1.36,0,0
19.75,79,Korpana Taluka,Maharashtra,0.72,0.07,0.92,1.04,0.62,4.84,13.2,7.22,3.83,1.89,0.24,0
19.75,79.25,Rajura Taluka,Maharashtra,0.81,0.21,1.21,1.32,1.01,4.36,13.77,5.85,2.19,2.35,0.59,0
19.75,79.5,Gondpipri Taluka,Maharashtra,0.68,0.2,1.76,1.4,0.73,5.67,12.75,5.73,3.97,1.89,0.19,0.03
19.75,79.75,Gondpipri Taluka,Maharashtra,1.8,0,0.18,0.03,0,4.84,13.59,12.8,3.27,3.47,0.38,0
19.75,80,Mulchera Taluka,Maharashtra,1.23,0.02,0.58,0,0,5.86,11.14,15.59,4.54,2.9,0.2,0
19.75,80.25,Etapalli Taluka,Maharashtra,1.17,0,0.56,0,0,5.72,10.92,15.53,4.6,2.74,0.19,0
19.75,80.5,Etapalli Taluka,Maharashtra,1.04,0.56,0.59,0.24,0.28,7.39,10.07,17.61,6.36,2.65,0.05,0
19.75,80.75,Orchha Tahsil,Chhattisgarh,1.35,1.27,0.57,0.64,0.85,9.19,10.52,17.83,7.61,3.09,0,0
19.75,81,Orchha Tahsil,Chhattisgarh,1.74,1.52,0.44,0.75,0.64,9.67,12.7,18.85,8.97,3.55,0,0
19.75,81.25,Narayanpur Tahsil,Chhattisgarh,1.63,1,0.77,1.08,1.47,8.74,11.17,18.57,8.26,3.07,0,0
19.75,81.5,Farasgaon Tahsil,Chhattisgarh,1.48,0.53,0.99,1.35,2.24,8.12,10.68,17.72,7.77,2.93,0,0
19.75,81.75,Makdi Tahsil,Chhattisgarh,0.74,0.19,1.15,1.2,2.57,8.43,11.67,13.32,6.64,3.46,0,0
19.75,82,Makdi Tahsil,Chhattisgarh,0.33,0.06,1.41,1.12,2.72,8.72,12.11,10.18,6.1,3.83,0,0
19.75,82.25,Umarkote,Odisha,0.24,0.2,1.79,1.62,2.73,9.05,12.32,7.36,7.08,4.25,0,0
19.75,82.5,Jharigan,Odisha,0.18,0.95,2.73,2.36,2.98,8.69,10.8,9.5,5.42,2.15,0,0
19.75,82.75,Kokasara,Odisha,0.47,1.51,2.06,2.04,0.77,8.31,8.04,12.05,6.49,2.26,0.01,0
19.75,83,Junagarh,Odisha,0.17,1.53,1.85,2.96,0.75,8.6,8.63,7.66,6.35,6.04,0.04,0
19.75,83.25,Sadar,Odisha,0.24,0.97,1.8,4.09,0.92,5.03,8.15,9.1,6.63,6,0,0
19.75,83.5,Ambadala,Odisha,0.09,2.28,1.71,3.15,1.49,7.83,9.96,10.19,3.76,6.4,0,0
19.75,83.75,Kotagarh,Odisha,0.35,2.62,4.42,4.83,2.23,8.48,8.81,9.03,5.54,8.02,0.07,0
19.75,84,Brahmanigaon,Odisha,0.44,2.91,4.48,5.55,2.47,8.59,8.09,7.8,6.17,8.87,0.08,0
19.75,84.25,Badagada,Odisha,0.19,2.68,2.23,5.29,2.53,6.69,8.23,7.26,5.55,11.57,0.13,0
19.75,84.5,Surada,Odisha,0.16,2.48,2.23,5.44,2.52,6.1,8.33,7.14,5.18,11.75,0.14,0
19.75,84.75,Buguda,Odisha,0.27,1.65,0.98,3.56,1.92,4.76,6.14,7.07,5.63,9.91,0.67,0
19.75,85,Polasara,Odisha,0.35,1.38,1.11,4.01,2.18,3.3,4.32,6.22,4.77,8.78,0.82,0
