.,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
31.5,77,Chachyot,Himachal Pradesh,3.51,0.36,4.82,3.16,1.42,4.54,4.44,6.11,0.94,0,1.16,0.53
31.5,77.25,Thunag,Himachal Pradesh,6.6,0.26,7.03,3.62,2.1,3.95,6.4,8.55,0.87,0,2.17,0.58
31.5,77.5,Ani,Himachal Pradesh,4.94,0.06,4.7,2.2,1.58,1.98,5.79,6.25,0.98,0,1.61,0.56
31.5,77.75,Rampur,Himachal Pradesh,3.77,0.18,4.6,2.14,1.37,2.54,5.72,6.03,0.38,0,1.61,0.55
31.5,78,Nichar,Himachal Pradesh,4.97,0.5,4.07,1.84,0.7,0.76,1.62,1.15,0.14,0,1.99,0.32
31.5,78.25,Kalpa,Himachal Pradesh,4.77,0.43,3.51,1.64,0.37,0.46,0.94,0.37,0.04,0,1.23,0.21
31.5,78.5,Moorang,Himachal Pradesh,3.35,0.2,2.23,0.9,0.35,0.35,0.79,0.6,0.06,0,0.94,0.18
31.5,78.75,Unknown,Tibet,3.32,0.22,2.27,0.9,0.63,0.42,1.13,1.52,0.17,0,0.92,0.2
31.5,79,Unknown,Tibet,3.45,0.24,2.49,1.03,1.34,0.53,1.94,3.93,0.44,0,0.73,0.25
31.75,74.5,Sheikhupura District,Punjab,1.78,0.09,2.78,0.84,0.47,1.31,5.3,5.18,0.94,0,0.64,0.41
31.75,74.75,Ajnala Tahsil,Punjab,1.89,0.11,2.68,0.99,0.37,1.37,5.81,5.38,0.96,0,0.6,0.48
31.75,75,Majitha Tahsil,Punjab,1.23,0.04,2.1,0.46,0.19,2.01,2.5,5.53,0.82,0,0.86,0.35
31.75,75.25,Batala Tahsil,Punjab,1.31,0.04,2.23,0.55,0.2,2.49,2.22,5.36,0.85,0,0.73,0.42
31.75,75.5,Batala Tahsil,Punjab,1.77,0.01,2.33,0.59,0.2,1.91,2.12,3.41,1.65,0,0.16,0.51
31.75,75.75,Dasua Tahsil,Punjab,2.24,0.46,3.82,1.08,0.94,3.31,5.78,8.47,1.03,0,0.78,0.65
31.75,76,Amb,Himachal Pradesh,1.01,0.04,3.29,1.1,0.82,1.65,2.14,4.84,0.17,0,0.23,0.12
31.75,76.25,Rakkar,Himachal Pradesh,4.01,0.29,6.86,0.87,1.09,4.89,9.13,12.52,1.73,0,0.75,0.93
31.75,76.5,Tira Sujanpur,Himachal Pradesh,3.78,0.31,4.77,1.23,0.48,3,7.9,10.85,4.99,0,0.65,0.5
31.75,76.75,Sarkaghat,Himachal Pradesh,3.2,0.22,3.05,2.21,2.09,5.99,7.28,14.55,1.93,0,0.96,0.75
31.75,77,Mandi,Himachal Pradesh,4.31,0.02,3.67,3.05,1.12,2.92,4.3,7.21,0.79,0,1.88,0.55
31.75,77.25,Sainj,Himachal Pradesh,6.73,0.16,7.1,3.85,1.65,3.91,6.73,9.15,0.79,0,2.28,0.58
31.75,77.5,Sainj,Himachal Pradesh,5.04,0.17,5.5,2.71,1.66,3,6.11,7.26,0.84,0,2.02,0.59
31.75,77.75,Nichar,Himachal Pradesh,4.68,0.24,4.76,2.29,1.2,2.28,4.77,5.41,0.59,0,1.71,0.55
31.75,78,Nichar,Himachal Pradesh,4.09,0.29,3.13,1.4,0.41,0.62,1.23,1.13,0.16,0,1.54,0.36
31.75,78.25,Moorang,Himachal Pradesh,2.73,0.07,1.69,0.63,0.14,0.27,0.55,0.2,0.01,0,0.68,0.16
31.75,78.5,Poo district,Himachal Pradesh,2.41,0.02,1.36,0.41,0.06,0.14,0.34,0.1,0,0,0.55,0.14
31.75,78.75,Unknown,Tibet,2.91,0.1,1.82,0.69,0.28,0.28,0.67,0.53,0.05,0,0.8,0.17
32,74.5,Sheikhupura District,Punjab,1.86,0.16,3.24,0.89,0.58,1.45,5.14,5.63,1.06,0,0.72,0.47
32,74.75,Narowal District,Punjab,1.75,0.12,2.92,0.75,0.48,1.61,4.53,5.31,0.82,0,0.73,0.39
32,75,Dera Baba Nanak Tahsil,Punjab,1.71,0.12,2.56,0.61,0.26,2.88,3.27,5.89,0.67,0,0.87,0.42
32,75.25,Kalanaur Tahsil,Punjab,2.39,0.31,3.62,0.73,0.37,3.45,3.27,5.38,0.51,0,0.95,0.49
32,75.5,Gurdaspur Tahsil,Punjab,1.71,0.2,2.67,1.33,0.42,4.53,3.26,4.66,0.72,0,0.7,0.65
32,75.75,Mukerian Tahsil,Punjab,2.71,1.57,4.43,1.92,0.95,5.31,6.13,8.17,1.57,0,1.08,0.88
32,76,Dehra,Himachal Pradesh,2.97,0.22,6.31,1.34,2.01,2.83,7.99,16.73,1.98,0,0.87,1.4
32,76.25,Kangra,Himachal Pradesh,4.14,0.16,6.68,2,2.18,4.54,10.73,16.64,2.78,0,1.03,1.44
32,76.5,Palampur,Himachal Pradesh,4.85,0.19,8.71,3.01,1.8,4.83,11.65,20.83,2.89,0,0.66,1.19
32,76.75,Jogindarnagar,Himachal Pradesh,3.89,0.14,5.78,2.85,1.45,4.36,8.78,18.11,2.04,0,1.42,0.96
32,77,Kullu,Himachal Pradesh,4.58,0.03,4.89,3.1,1.07,2.73,5.11,7.45,0.68,0.01,2.4,0.79
32,77.25,Bhuntar,Himachal Pradesh,5.35,0.05,5.94,3.32,1.14,2.77,6.11,7.83,0.72,0.01,2.67,0.91
32,77.5,Bhuntar,Himachal Pradesh,5.22,0.1,5.48,3.04,1.36,2.96,5.78,7.37,0.63,0,2,0.63
32,77.75,Bhuntar,Himachal Pradesh,5.09,0.26,5,2.41,1.24,2.26,4.74,5.47,0.61,0,1.77,0.53
32,78,Spiti,Himachal Pradesh,3.65,0.2,2.86,1.25,0.42,0.72,1.38,1.08,0.09,0,1.12,0.27
32,78.25,Spiti,Himachal Pradesh,2.95,0.11,1.93,0.77,0.22,0.36,0.72,0.41,0.03,0,0.85,0.19
32,78.5,Hangrang,Himachal Pradesh,2.74,0.08,1.68,0.62,0.14,0.24,0.51,0.22,0.02,0,0.72,0.16
32,78.75,Hangrang,Himachal Pradesh,2.8,0.08,1.7,0.62,0.16,0.24,0.53,0.22,0.01,0,0.71,0.16
32.25,74.75,Sialkot District,Punjab,2.6,0.46,5.08,1.21,0.91,2.94,6.07,13.1,2.01,0,1.02,1.09
32.25,75,Narowal District,Punjab,2.53,0.29,4.57,0.93,0.71,3.87,7.47,10.32,0.93,0,0.9,0.79
32.25,75.25,Narowal District,Punjab,3.28,0.35,5.78,1.19,0.95,4.2,9.87,13.19,1.17,0,0.85,1.03
32.25,75.5,Pathankot Tahsil,Punjab,4.14,0.17,4.71,0.8,1.09,2.81,6.31,13.28,1.58,0,0.96,0.78
32.25,75.75,Nurpur,Himachal Pradesh,3.55,0.37,6.13,2.27,0.55,4.82,10.19,9.05,2.7,0,0.77,1.99
32.25,76,Jawali,Himachal Pradesh,4.6,0.14,7.51,2.25,1.53,3.88,9.05,17.2,2.83,0,1.58,1.41
32.25,76.25,Dharamshala,Himachal Pradesh,6.04,0.37,12.75,2.23,1.7,7.4,22.61,32.42,4.37,0,1.04,0.92
32.25,76.5,Holi,Himachal Pradesh,5.28,0.27,7.76,2.67,3.27,7.12,12.65,17.37,3.17,0,1.14,1.39
32.25,76.75,Holi,Himachal Pradesh,4.55,0.26,5.95,2.41,1.28,2.81,7.09,9.07,1.11,0.02,2.62,1.47
32.25,77,Multhan,Himachal Pradesh,5.32,0.04,7.36,3.26,0.9,2.1,7.48,7.99,0.73,0.03,3.73,1.52
32.25,77.25,Manali,Himachal Pradesh,4.86,0.17,5.84,2.73,0.95,2.05,5.43,5.98,0.58,0.02,3.1,1.16
32.25,77.5,Lahaul,Himachal Pradesh,5.66,0.14,6.46,3.25,1.16,2.67,5.98,7.26,0.64,0.01,3.02,0.99
32.25,77.75,Spiti,Himachal Pradesh,5.07,0.11,6.19,2.87,1.1,2.6,6.39,7.62,0.65,0.01,2.31,0.81
32.25,78,Spiti,Himachal Pradesh,3.42,0.17,2.64,1.14,0.37,0.69,1.29,1.01,0.08,0,1.05,0.25
32.25,78.25,Spiti,Himachal Pradesh,3.04,0.12,2.03,0.82,0.23,0.38,0.76,0.45,0.04,0,0.88,0.2
32.25,78.5,Spiti,Himachal Pradesh,2.8,0.09,1.71,0.64,0.15,0.25,0.54,0.22,0.02,0,0.75,0.17
32.5,74.75,Ranbir Singh Pora,Jammu and Kashmir,3.33,0.53,6.74,1.64,1.22,3.24,7.88,14.95,2.65,0,1.18,1.46
32.5,75,Samba,Jammu and Kashmir,3.49,0.49,5.55,1.43,1.16,3.19,8.19,15.41,2.23,0,0.99,1.29
32.5,75.25,Samba,Jammu and Kashmir,4.07,0.24,5.87,1.18,1.21,4.03,11.24,17.04,1.44,0,0.78,1.27
32.5,75.5,Kathua,Jammu and Kashmir,5.26,0.23,7.58,1.24,1.09,5.18,10.94,20.04,1.72,0,0.9,1.65
32.5,75.75,Bashohli,Jammu and Kashmir,5.77,0.19,9.93,1.47,0.86,5.61,10.61,22.71,2.95,0,1.08,2.05
32.5,76,Bhattiyat,Himachal Pradesh,3.47,0.1,6.98,1.53,1.42,3.33,4.98,13.03,2.11,0,1.15,1.91
32.5,76.25,Chamba,Himachal Pradesh,2.46,0.04,5.49,1.55,1.96,2.39,2.1,4.3,0.78,0,1.36,1.15
32.5,76.5,Brahmaur,Himachal Pradesh,3.95,0.24,5.26,2.57,3,3.76,2.81,6.97,1.04,0,1.63,1.44
32.5,76.75,Brahmaur,Himachal Pradesh,3.63,0.51,3.64,1.44,1.25,1.51,2.54,2.3,0.43,0,2.17,1.54
32.5,77,Lahaul,Himachal Pradesh,3.91,0.49,4.25,1.56,0.98,1.46,3.53,2.41,0.44,0.01,2.5,1.53
32.5,77.25,Lahaul,Himachal Pradesh,4.35,0.28,5.06,2.26,0.98,1.73,4.48,4.54,0.51,0.01,2.64,1.44
32.5,77.5,Lahaul,Himachal Pradesh,4.57,0.29,5.27,2.28,0.95,1.84,4.71,4.76,0.52,0.01,2.79,1.35
32.5,77.75,Spiti,Himachal Pradesh,4.2,0.27,5.05,2.12,0.87,1.83,4.69,4.73,0.54,0.01,2.71,1.34
32.5,78,Spiti,Himachal Pradesh,3.39,0.12,2.91,1.24,0.28,0.47,1.19,0.95,0.07,0,0.94,0.23
32.5,78.25,Spiti,Himachal Pradesh,2.84,0.09,1.82,0.71,0.17,0.29,0.62,0.33,0.03,0,0.78,0.18
32.5,78.5,Unknown,Tibet,2.6,0.05,1.52,0.52,0.11,0.2,0.44,0.15,0.01,0,0.65,0.16
32.5,78.75,Unknown,Tibet,2.43,0.02,1.36,0.41,0.07,0.15,0.37,0.1,0,0,0.55,0.14
32.5,79,Unknown,Ladakh,2.32,0,1.26,0.35,0.04,0.12,0.32,0.08,0,0,0.49,0.13
32.75,74.5,Sialkot District,Punjab,3.67,0.52,7.55,1.7,1.24,3.3,8.43,16.21,2.78,0,1.3,1.61
32.75,74.75,Jammu,Jammu and Kashmir,3.42,0.59,5.3,1.17,1.03,2.72,6.55,17.4,2.16,0,1.01,1.22
32.75,75,Jammu,Jammu and Kashmir,4.6,0.52,6.94,1.69,1.22,2.75,7.75,17.02,2.61,0,1.29,1.61
32.75,75.25,Ramnagar,Jammu and Kashmir,6.71,0.4,9.34,3.61,2.69,2.59,4.8,9.95,1.57,0,1.8,2.69
32.75,75.5,Billawar,Jammu and Kashmir,7.42,0.44,8.72,2.62,3.22,2.66,5.2,10.78,1.36,0,1.39,2.32
32.75,75.75,Bani,Jammu and Kashmir,5.77,0.25,8.7,2.38,1.96,2.82,5.4,11.65,1.46,0,1.42,2.53
32.75,76,Saluni,Himachal Pradesh,2.65,0,6.76,2.27,0.59,1.68,3.21,6.53,0.72,0,1.52,2.9
32.75,76.25,Chaurah,Himachal Pradesh,2.54,0.01,5.47,2.1,1.4,2.59,3.12,8.23,0.78,0,1.43,2.14
32.75,76.5,Udaipur,Himachal Pradesh,2.69,0.06,2.35,2.42,2.91,3.55,1.08,10.22,0.5,0,1.49,1.25
32.75,76.75,Udaipur,Himachal Pradesh,3.36,0.41,3.39,1.46,1.54,2.47,3.52,4.98,0.7,0,1.73,1.48
32.75,77,Lahaul,Himachal Pradesh,3.7,0.44,3.93,1.55,1.16,1.76,3.58,3.59,0.55,0.01,2.19,1.52
32.75,77.25,Lahaul,Himachal Pradesh,4.07,0.34,4.75,1.96,1.1,1.89,4.63,4.82,0.61,0.01,2.53,1.52
32.75,77.5,Lahaul,Himachal Pradesh,4.16,0.33,4.71,2,1.03,1.65,4.04,4.35,0.48,0.01,2.65,1.47
32.75,77.75,Spiti,Himachal Pradesh,4.17,0.36,4.7,1.83,0.88,1.56,4.04,3.64,0.46,0.01,2.78,1.44
32.75,78,Unknown,Ladakh,3.29,0.17,3.08,1.13,0.44,0.87,2.27,1.95,0.23,0.01,1.56,0.77
32.75,78.25,Unknown,Ladakh,2.5,0.03,1.46,0.47,0.09,0.19,0.43,0.16,0.01,0,0.59,0.15
32.75,78.5,Unknown,Ladakh,2.36,0.01,1.29,0.37,0.05,0.13,0.34,0.08,0,0,0.52,0.13
32.75,78.75,Unknown,Ladakh,2.3,0,1.25,0.34,0.04,0.11,0.3,0.08,0,0,0.48,0.13
32.75,79,Unknown,Ladakh,2.3,0,1.25,0.32,0.03,0.09,0.28,0.08,0,0,0.48,0.13
32.75,79.25,Unknown,Ladakh,2.3,0,1.25,0.32,0.03,0.09,0.27,0.08,0,0,0.48,0.13
32.75,79.5,Gar County,Tibet,2.3,0,1.25,0.32,0.03,0.09,0.27,0.08,0,0,0.48,0.13
33,73.75,Jhelum District,Punjab,3.49,0.09,7.93,1.14,0.8,2.87,4.79,10.39,1.45,0,1.04,1.47
33,74,Bhimber District,Azad Kashmir,3.56,0.11,8.39,1.32,0.89,3.07,5.71,11.58,1.75,0,1.17,1.61
33,74.25,Bhimber District,Azad Kashmir,3.68,0.2,8.99,1.54,1.01,3.32,6.84,13.04,2.12,0,1.35,1.8
33,74.5,Akhnoor,Jammu and Kashmir,4.38,0.44,10.71,2.24,1.38,4.13,10.82,19.26,3.41,0,1.94,2.42
33,74.75,Akhnoor,Jammu and Kashmir,5.67,0.33,11.72,1.83,1.37,2.66,13.5,24.98,3.99,0,1.75,2.3
33,75,Reasi,Jammu and Kashmir,6.82,0.44,11.57,3.9,1.89,3.52,6.55,14.66,2.82,0,2.45,3.07
33,75.25,Chenani,Jammu and Kashmir,8.13,0.48,11.24,4.66,2.61,2.57,2.51,9.12,2.01,0,2.53,3.31
33,75.5,Doda,Jammu and Kashmir,8.31,0.55,9.14,3.34,4.16,1.41,2.55,6.13,1.15,0,1.64,2.64
33,75.75,Bhaderwah,Jammu and Kashmir,7.15,0.42,8.91,3.05,3.29,1.72,3.24,7.32,1.18,0,1.59,2.67
33,76,Gandoh,Jammu and Kashmir,4,0.13,7.09,2.42,1.52,2.36,4.54,8.07,1.08,0,1.43,2.63
33,76.25,Pangi,Himachal Pradesh,3.35,0,5.89,2.16,1.51,5.8,11.19,15.87,2.11,0,0.94,1.6
33,76.5,Pangi,Himachal Pradesh,3.8,0,6.1,2.11,1.57,7.77,16.49,20.31,3.03,0,0.58,1.21
33,76.75,Pangi,Himachal Pradesh,3.47,0.19,4.51,1.94,1.78,5.12,9.16,12.82,1.75,0,1.12,1.4
33,77,Zanskar,Ladakh,3.48,0.3,3.98,1.75,1.55,3.36,5.96,8.24,1.09,0,1.65,1.42
33,77.25,Zanskar,Ladakh,3.79,0.36,4.3,1.76,1.24,2.35,4.89,5.67,0.76,0.01,2.14,1.48
33,77.5,Unknown,Ladakh,3.96,0.35,4.48,1.76,1.08,1.95,4.41,4.84,0.61,0.01,2.4,1.47
33,77.75,Unknown,Ladakh,4.11,0.33,4.54,1.76,0.85,1.47,3.94,3.71,0.44,0.01,2.52,1.42
33,78,Unknown,Ladakh,4.05,0.27,3.57,1.35,0.67,1.17,3.06,2.69,0.35,0.01,1.98,1.11
33,78.25,Unknown,Ladakh,2.3,0,1.25,0.33,0.05,0.1,0.28,0.08,0,0,0.48,0.13
33,78.5,Unknown,Ladakh,2.3,0,1.25,0.32,0.03,0.09,0.27,0.08,0,0,0.48,0.13
33,78.75,Unknown,Ladakh,2.3,0,1.25,0.32,0.03,0.09,0.27,0.08,0,0,0.48,0.13
33,79,Unknown,Ladakh,2.3,0,1.25,0.32,0.03,0.09,0.27,0.08,0,0,0.48,0.13
33,79.25,Rutog County,Tibet,2.3,0,1.25,0.32,0.03,0.09,0.27,0.08,0,0,0.48,0.13
33,79.5,Rutog County,Tibet,2.3,0,1.25,0.32,0.03,0.09,0.27,0.08,0,0,0.48,0.13
33.25,73.5,Rawalpindi District,Punjab,3.53,0.11,7.32,1.18,0.89,2.65,3.74,9.05,1.21,0,1.14,1.46
33.25,73.75,Mirpur District,Azad Kashmir,3.72,0.16,7.55,1.35,1.01,2.7,4.01,9.43,1.35,0,1.31,1.57
33.25,74,Kotli District,Azad Kashmir,3.63,0.14,8.03,1.22,0.86,2.83,4.73,10.46,1.45,0,1.15,1.54
33.25,74.25,Rajauri,Jammu and Kashmir,3.41,0.07,7.85,1.04,0.74,2.77,4.23,9.73,1.26,0,0.97,1.4
33.25,74.5,Kalakote,Jammu and Kashmir,4.6,0.26,10.31,2.03,1.18,3.73,8.1,14.82,2.53,0,1.7,2.2
33.25,74.75,Gool-Gulabgarh,Jammu and Kashmir,6.56,0.42,12.39,3.03,1.54,4.65,10.84,18.23,3.49,0,2.43,2.93
33.25,75,Gool-Gulabgarh,Jammu and Kashmir,7.85,0.52,11.68,4.34,1.81,3.21,4.1,10.34,2.25,0,2.88,3.22
33.25,75.25,Ramban,Jammu and Kashmir,7.61,0.48,10.48,4.63,2.15,2.3,1.63,8.11,1.82,0,2.59,3.27
33.25,75.5,Doda,Jammu and Kashmir,7.56,0.49,8.96,3.73,3.24,1.64,1.97,6.37,1.32,0,1.88,2.83
33.25,75.75,Kishtwar,Jammu and Kashmir,5.99,0.35,7.62,3.15,2.69,1.51,2.23,5.55,1.04,0,1.51,2.73
33.25,76,Kishtwar,Jammu and Kashmir,4.66,0.17,7.05,2.53,2.04,3.92,8.05,11.04,1.72,0,1.14,2.18
33.25,76.25,Atholi (Paddar),Jammu and Kashmir,3.62,0.05,5.69,2.26,1.84,5.42,10.16,15.29,1.94,0,1,1.68
33.25,76.5,Atholi (Paddar),Jammu and Kashmir,3.47,0.04,5.49,2.11,1.62,6.1,11.73,16.43,2.16,0,0.9,1.49
33.25,76.75,Zanskar,Ladakh,3.46,0.13,4.72,1.96,1.69,5.39,9.69,14.07,1.81,0,1.09,1.42
33.25,77,Zanskar,Ladakh,3.5,0.25,4.3,1.76,1.55,4.31,8.5,10.72,1.57,0,1.31,1.33
33.25,77.25,Zanskar,Ladakh,3.53,0.25,3.01,1.3,1.35,2.74,5.22,6.37,0.99,0,1.3,1.03
33.25,77.5,Unknown,Ladakh,3.67,0.16,1.53,0.52,0.44,1.09,2.05,2.06,0.33,0,0.69,0.54
33.25,77.75,Unknown,Ladakh,3.74,0.07,0.51,0.19,0.2,0.38,0.42,0.35,0.05,0,0.3,0.22
33.25,78,Unknown,Ladakh,3.52,0.02,0.04,0.05,0.11,0.23,0.04,0.07,0,0,0.02,0.04
33.25,78.25,Unknown,Ladakh,2.3,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.25,78.5,Unknown,Ladakh,2.3,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.25,78.75,Unknown,Ladakh,2.3,0,0.62,0.18,0.07,0.15,0.14,0.07,0,0,0.24,0.07
33.25,79,Unknown,Ladakh,2.3,0,0.93,0.25,0.05,0.12,0.2,0.07,0,0,0.36,0.1
33.25,79.25,Rutog County,Tibet,2.3,0,1.09,0.29,0.04,0.1,0.24,0.08,0,0,0.42,0.11
33.5,73.5,Rawalpindi District,Punjab,4,0.19,7.02,1.56,1.21,2.54,3.35,8.44,1.28,0,1.56,1.67
33.5,73.75,Kotli District,Azad Kashmir,4.11,0.24,7.03,1.73,1.35,2.53,3.29,8.26,1.32,0,1.76,1.78
33.5,74,Kotli District,Azad Kashmir,3.8,0.19,7.37,1.42,1.07,2.7,3.68,8.89,1.3,0,1.36,1.58
33.5,74.25,Rajauri,Jammu and Kashmir,3.64,0.24,7.49,1.24,0.9,2.69,3.81,9.1,1.24,0,1.16,1.49
33.5,74.5,Darhal,Jammu and Kashmir,4.45,0.24,8.85,2.04,1.01,2.86,4.37,9.64,1.53,0,1.53,1.87
33.5,74.75,Damhal Hanjipora,Jammu and Kashmir,6.76,0.37,8.12,3.35,1.26,1.35,1.95,6.81,1.39,0,1.91,2.25
33.5,75,Gool-Gulabgarh,Jammu and Kashmir,7.65,0.65,10.59,4.08,1.36,0.99,1.11,7.13,1.36,0,3.29,2.87
33.5,75.25,Dooru tehsil,Jammu and Kashmir,4.61,0.3,5.28,3.11,1.6,1.35,1.24,5.18,1.05,0,1.31,2.44
33.5,75.5,Chhatroo,Jammu and Kashmir,4.51,0.31,5.26,3.18,1.82,1.52,1.33,5.24,1.07,0,1.27,2.56
33.5,75.75,Chhatroo,Jammu and Kashmir,5.82,0.39,6.81,3.38,2.46,1.53,1.62,5.66,1.16,0,1.52,2.66
33.5,76,Marwah,Jammu and Kashmir,4.84,0.24,6.16,2.74,2.18,2.66,4.92,8.75,1.37,0,1.1,2.32
33.5,76.25,Atholi (Paddar),Jammu and Kashmir,3.75,0.06,5.87,2.3,1.81,5.23,10.14,14.82,1.97,0,1,1.75
33.5,76.5,Atholi (Paddar),Jammu and Kashmir,3.43,0.03,5.46,2.14,1.6,5.96,11.26,16.32,2.09,0,0.92,1.54
33.5,76.75,Zanskar,Ladakh,3.52,0.07,4.35,1.8,1.6,5.38,10.4,14.01,1.9,0,0.88,1.11
33.5,77,Zanskar,Ladakh,3.53,0.11,2.8,1.06,0.9,3.54,6.52,8.71,1.18,0,0.4,0.8
33.5,77.25,Zanskar,Ladakh,3.53,0.08,0.71,0.3,0.3,0.98,1.22,1.93,0.22,0,0.15,0.32
33.5,77.5,Unknown,Ladakh,3.52,0.03,0.23,0.11,0.15,0.4,0.42,0.5,0.07,0,0.07,0.09
33.5,77.75,Unknown,Ladakh,3.44,0.01,0.02,0.05,0.11,0.22,0.02,0.07,0,0,0.01,0.03
33.5,78,Unknown,Ladakh,3.43,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.5,78.25,Unknown,Ladakh,2.86,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.5,78.5,Unknown,Ladakh,2.58,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.5,78.75,Unknown,Ladakh,2.44,0.01,0.21,0.09,0.09,0.2,0.05,0.07,0,0,0.08,0.04
33.5,79,Rutog County,Tibet,2.37,0,0.57,0.17,0.07,0.16,0.13,0.07,0,0,0.22,0.07
33.5,79.25,Rutog County,Tibet,2.33,0,0.83,0.23,0.06,0.13,0.18,0.07,0,0,0.32,0.09
33.75,73.5,Murree District,Punjab,4.93,0.4,6.47,2.57,2.02,2.27,2.45,6.86,1.43,0.01,2.69,2.26
33.75,73.75,Sudhanoti District,Azad Kashmir,4.9,0.35,6.44,2.53,1.98,2.29,2.44,6.86,1.42,0.01,2.61,2.21
33.75,74,Poonch District,Azad Kashmir,4.94,0.22,6.25,2.67,2.13,2.26,2.27,6.7,1.48,0.01,2.71,2.25
33.75,74.25,Surankote tehsil,Jammu and Kashmir,5.5,0.52,5.77,2.9,2.33,2.2,1.88,6.26,1.58,0.01,2.77,2.25
33.75,74.5,Khansahib Tehsil,Jammu and Kashmir,5.31,0.62,4.1,3.25,2.26,1.92,0.42,3.4,1.29,0.01,2.33,1.98
33.75,74.75,Shopian,Jammu and Kashmir,6.14,0.17,4.36,2.65,1.18,1.3,0.62,3.34,0.87,0,0.84,1.38
33.75,75,Kulgam,Jammu and Kashmir,4.71,0.1,4.39,2.2,0.93,0.8,0.48,4.67,1.06,0,0.81,1.76
33.75,75.25,Anantnag,Jammu and Kashmir,5.44,0.33,4.35,2.87,1.78,1.42,1.44,4.8,1.35,0,1.47,2.41
33.75,75.5,Marwah,Jammu and Kashmir,4.95,0.32,4.4,2.98,1.8,1.48,1.45,4.84,1.23,0,1.37,2.48
33.75,75.75,Marwah,Jammu and Kashmir,5.4,0.35,4.53,3,1.86,1.49,1.51,4.87,1.33,0,1.53,2.5
33.75,76,Marwah,Jammu and Kashmir,5.5,0.29,4.02,2.25,1.78,1.71,2.38,4.72,1.15,0,1.04,1.86
33.75,76.25,Marwah,Jammu and Kashmir,3.96,0.09,5.11,1.66,1.26,3.98,8.2,10.95,1.59,0,0.46,1.17
33.75,76.5,Zanskar,Ladakh,3.59,0.02,4.43,1.52,1.18,5.08,10.7,13.75,1.92,0,0.35,0.92
33.75,76.75,Zanskar,Ladakh,3.65,0,2.48,0.96,0.77,3.64,6.37,9.35,1.12,0,0.22,0.58
33.75,77,Unknown,Ladakh,3.68,0.01,0.37,0.18,0.18,0.65,0.96,1.29,0.16,0,0.05,0.1
33.75,77.25,Unknown,Ladakh,3.7,0.01,0.08,0.07,0.09,0.28,0.21,0.29,0.03,0,0.01,0.04
33.75,77.5,Unknown,Ladakh,3.7,0.01,0.01,0.05,0.09,0.21,0.05,0.09,0,0,0.01,0.02
33.75,77.75,Unknown,Ladakh,3.43,0.01,0.01,0.05,0.1,0.21,0.04,0.08,0,0,0.01,0.02
33.75,78,Unknown,Ladakh,3.43,0.01,0,0.05,0.1,0.22,0.02,0.07,0,0,0,0.02
33.75,78.25,Unknown,Ladakh,3.15,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.75,78.5,Unknown,Ladakh,2.86,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.75,78.75,Unknown,Ladakh,2.65,0.01,0,0.05,0.1,0.22,0.01,0.06,0,0,0,0.02
33.75,79,Rutog County,Tibet,2.51,0.01,0.29,0.11,0.09,0.19,0.07,0.07,0,0,0.11,0.04
34,73.5,Murree District,Punjab,6.3,0.76,5.94,3.87,2.97,1.89,1.32,4.53,1.51,0.01,4.21,3.09
34,73.75,Bagh District,Azad Kashmir,6.23,0.76,5.82,3.95,3.03,1.89,1.19,4.35,1.52,0.01,4.25,3.11
34,74,Haveli District,Azad Kashmir,6.36,0.75,5.6,4.04,3.18,1.89,1.06,4.4,1.63,0.02,4.28,3.08
34,74.25,Haveli District,Azad Kashmir,7.37,1.33,5.08,4.44,3.78,1.81,0.73,4.67,2.06,0.02,4.62,3.17
34,74.5,Khag tehsil,Jammu and Kashmir,6.13,0.68,4.51,3.66,2.61,2.13,0.49,3.84,1.6,0.01,2.68,2.21
34,74.75,Badgam tehsil,Jammu and Kashmir,4.84,0.04,3.64,2.89,1.41,2.14,0.29,2.75,1.17,0,0.71,1.34
34,75,Pampore,Jammu and Kashmir,6.18,0.23,3.07,2.53,1.52,1.71,0.77,2.71,1.1,0,1.02,1.53
34,75.25,Pahalgam,Jammu and Kashmir,8.52,0.57,3.27,3.09,2.7,1.98,2.6,4.22,2.19,0,2.46,2.69
34,75.5,Marwah,Jammu and Kashmir,6.38,0.39,3.64,3.06,2.2,1.65,1.82,4.37,1.79,0,1.91,2.54
34,75.75,Marwah,Jammu and Kashmir,5.88,0.32,3.44,2.03,1.62,1.09,1.17,3,0.97,0,1.09,1.71
34,76,Sankoo tehsil,Ladakh,5.67,0.28,3.18,1.02,1.1,0.47,0.44,1.38,0.37,0,0.52,0.81
34,76.25,Sankoo tehsil,Ladakh,5.06,0.22,3.16,0.71,0.91,0.78,1.37,2.37,0.34,0,0.28,0.5
